sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,id
2,28,4,8,7,44,0,8,7.4,868816
2,17,2,8,6,28,0,7,1.8,1743021
1,46,6,8,5,40,0,7,89.4,1203312
1,41,6,99,9,29,0,10,65.0,1614195
1,41,6,2,7,44,0,4,5.9,1371132
2,33,5,8,7,42,0,8,14.8,2404508
1,31,5,8,2,44,0,2,15.9,1090758
2,41,6,99,9,44,0,10,131.0,2007223
2,23,3,8,5,40,0,10,4.9,1719704
2,17,2,8,6,20,0,8,11.5,773563
1,49,6,99,7,44,0,8,400.7,111869
2,18,3,8,7,40,0,6,9.9,2386162
2,49,6,99,9,40,0,10,341.5,2452610
2,43,6,99,9,40,0,10,240.7,2195229
1,37,5,8,7,44,0,6,16.6,2310940
1,45,6,8,7,44,0,10,2.3,592784
2,46,6,99,7,40,0,10,13.1,1039285
1,39,5,8,7,44,0,3,9.9,1343448
2,26,4,8,9,36,0,8,1.2,2012587
2,44,6,8,9,44,0,5,3.5,2032567
1,61,7,9,2,40,0,4,397.9,318558
2,71,8,99,7,40,0,8,468.3,239073
1,30,5,8,7,44,0,4,89.5,581598
2,53,7,99,9,44,0,10,34.2,1976903
2,31,5,99,9,16,0,8,7.9,2209466
1,24,3,99,7,40,0,9,7.6,333387
2,42,6,8,7,36,0,6,45.9,806084
1,23,3,8,4,44,0,6,4.8,13409
1,38,5,8,9,40,0,7,1.2,1025996
2,24,3,8,7,44,0,7,7.4,893321
1,25,4,8,7,36,0,10,79.7,619545
2,40,6,99,7,40,0,10,139.8,237293
1,56,7,8,9,18,0,5,119.2,1673526
1,37,5,8,7,44,0,4,0.6,1276471
2,33,5,99,7,40,0,10,107.0,1780437
1,22,3,8,4,44,0,8,3.2,1142165
1,29,4,4,7,36,0,7,20.9,1454631
2,39,5,8,7,44,0,4,68.9,251863
1,55,7,2,7,44,0,6,28.0,1494179
2,32,5,99,7,40,0,10,44.9,1766097
2,50,7,8,9,30,0,8,279.9,965465
2,19,3,8,7,44,0,5,5.9,873565
1,53,7,99,7,36,0,10,247.2,2108325
2,35,5,8,8,44,0,3,39.7,1956919
1,23,3,8,7,44,0,6,27.1,362724
1,59,7,8,7,37,0,6,382.9,129209
2,35,5,8,7,44,0,5,31.6,1899407
2,31,5,99,7,40,0,9,39.9,824723
1,41,6,8,6,44,0,3,114.9,2235393
1,38,5,8,3,44,0,3,42.9,320651
2,38,5,99,7,16,0,8,171.1,2164913
2,50,7,99,7,30,0,10,267.9,1783440
2,53,7,99,9,40,0,10,369.9,2066780
2,28,4,2,7,44,0,4,108.9,2407445
2,38,5,99,7,40,0,8,110.9,1935646
2,49,6,8,9,30,0,10,214.6,944829
1,49,6,99,7,40,0,9,158.9,1281050
1,64,7,8,5,44,0,9,10.9,1162912
2,19,3,8,7,44,0,5,1.5,2409638
2,25,4,8,7,44,0,9,11.7,2165317
1,47,6,8,4,44,0,7,25.0,449965
1,28,4,8,9,44,0,2,13.1,379369
1,30,5,2,7,24,0,4,13.9,1401645
2,29,4,9,7,36,0,10,4.9,1881687
2,41,6,99,9,40,0,10,63.6,288758
2,28,4,9,6,44,0,6,13.8,1749592
1,42,6,8,5,44,0,6,20.1,474256
2,55,7,2,10,2,0,7,70.7,2095313
1,45,6,8,7,36,0,4,159.9,2124549
1,36,5,8,7,44,0,3,118.9,340297
1,41,6,8,7,44,0,8,20.9,2120338
2,49,6,99,10,30,0,10,275.8,2094691
2,39,5,8,7,44,0,6,16.9,1848393
2,27,4,8,6,44,0,2,59.9,1744136
1,26,4,8,7,0,0,6,33.8,2106545
1,50,7,99,7,40,0,9,248.9,65265
1,50,7,99,4,44,0,9,152.9,1119105
1,20,3,8,7,44,0,6,1.2,1439100
1,43,6,99,7,40,0,8,149.9,657866
2,54,7,99,7,40,0,10,222.9,806450
1,64,7,99,9,40,0,10,491.9,726213
2,28,4,8,9,44,0,6,111.2,2456885
1,29,4,8,7,44,0,6,15.9,1449455
1,30,5,8,7,44,0,8,4.5,1457037
1,41,6,99,7,40,0,10,112.1,76433
1,22,3,9,7,44,0,4,3.9,1458701
1,53,7,9,7,44,0,2,74.9,2132043
1,42,6,8,7,44,0,10,28.4,1474182
1,46,6,2,5,44,0,3,32.9,24945
1,58,7,8,4,44,0,9,414.9,453600
2,33,5,8,7,44,0,8,1.3,790721
1,28,4,8,7,44,0,10,4.6,1453168
1,23,3,8,7,44,0,10,5.9,1296694
1,47,6,99,5,30,0,10,83.7,461329
2,31,5,8,7,36,0,10,111.9,1811920
2,31,5,99,9,30,0,10,10.1,930684
1,51,7,99,2,44,0,10,5.6,1187
1,37,5,99,7,40,0,10,112.1,96478
1,35,5,8,7,44,0,4,56.7,1474654
2,41,6,8,6,44,0,5,42.9,773737
1,24,3,4,7,44,0,2,13.7,1400845
1,21,3,9,7,44,0,4,1.9,2292898
1,48,6,99,6,36,0,9,47.9,1229301
2,40,6,9,9,44,0,6,70.9,301924
2,37,5,99,9,30,0,10,91.8,2017187
1,32,5,8,7,40,0,9,32.9,654114
1,39,5,8,7,44,0,5,51.8,628824
2,44,6,2,7,40,0,9,7.0,256861
1,29,4,8,5,44,0,6,89.9,1213291
1,39,5,8,7,44,0,3,4.4,566648
2,39,5,8,7,44,0,5,33.8,1932663
1,18,3,9,7,44,0,6,3.6,362231
1,44,6,99,7,36,0,10,145.6,1475892
2,48,6,99,7,40,0,10,126.0,229268
1,22,3,9,8,11,0,5,3.4,1597563
2,33,5,2,8,0,0,5,35.7,2417067
1,18,3,9,7,44,0,4,2.0,1419611
1,61,7,99,1,44,0,7,47.9,2211337
2,28,4,8,9,44,0,4,1.9,963134
1,33,5,99,7,30,0,10,106.2,513893
1,30,5,9,2,44,0,7,55.9,1085101
2,37,5,99,9,40,0,10,28.0,2186574
1,39,5,2,4,44,0,6,2.9,448326
1,34,5,9,8,44,0,5,21.1,2325882
1,42,6,8,7,44,0,4,3.5,351726
1,29,4,9,7,44,0,5,1.3,69079
1,38,5,8,7,44,0,4,8.1,1447354
1,23,3,8,7,44,0,8,13.5,1455462
2,79,8,99,7,30,0,9,95.9,1784452
1,30,5,4,9,44,0,4,3.8,1657630
1,30,5,8,7,44,0,9,62.9,1381182
2,51,7,99,9,40,0,10,307.9,2191061
1,32,5,9,9,40,0,10,8.9,2339021
1,36,5,8,7,40,0,8,11.9,610225
1,30,5,2,7,44,0,4,46.5,1457328
1,32,5,99,7,40,0,10,77.8,2258711
2,27,4,9,7,44,0,4,35.9,2174769
1,44,6,99,3,44,0,7,178.2,1104430
1,42,6,2,9,44,0,6,25.9,697011
2,46,6,99,7,40,0,10,113.8,222251
1,29,4,2,7,44,0,4,19.3,65955
1,39,5,6,7,44,0,10,117.6,626310
1,37,5,8,7,44,0,6,6.9,626012
1,36,5,8,7,44,0,8,40.9,492789
2,58,7,99,5,40,0,7,469.8,764852
2,23,3,8,8,44,0,6,2.7,1957869
2,40,6,99,9,40,0,8,11.9,961820
1,34,5,99,9,40,0,10,82.5,2148781
2,65,8,99,6,25,0,10,370.9,387462
2,38,5,99,7,30,0,10,112.1,1802750
1,49,6,99,7,40,0,8,201.6,2314677
1,31,5,8,7,44,0,6,53.6,355585
2,62,7,99,7,40,0,10,250.6,2396431
1,33,5,99,9,40,0,10,30.9,1615268
2,45,6,99,7,30,0,10,227.2,1904199
1,35,5,8,4,44,0,7,10.8,985868
2,57,7,2,7,44,0,4,14.9,1881212
1,40,6,99,7,40,0,10,31.9,1325579
1,72,8,99,9,30,0,10,464.9,708499
2,45,6,99,7,40,0,10,4.4,254021
1,28,4,9,7,30,0,5,5.3,583058
1,34,5,8,5,44,0,5,93.9,1157759
2,58,7,99,9,40,0,10,184.6,295510
2,35,5,8,7,44,0,10,0.9,784911
1,48,6,8,7,44,0,6,27.8,1402547
1,25,4,8,9,44,0,6,2.4,2348475
1,32,5,9,7,44,0,3,2.7,1303533
1,30,5,8,6,44,0,5,1.9,1225602
2,29,4,99,9,40,0,10,36.2,276500
1,40,6,8,7,33,0,9,75.9,652456
1,36,5,4,2,44,0,4,0.7,1100304
2,51,7,99,5,32,0,9,154.9,1726090
1,39,5,99,9,40,0,9,162.9,2348793
2,43,6,99,7,40,0,10,89.2,1037668
2,23,3,8,7,36,0,7,1.4,2401885
1,50,7,99,7,30,0,10,201.9,535239
1,40,6,9,7,44,0,5,91.0,1367779
1,50,7,9,8,44,0,3,2.6,2323278
1,40,6,2,7,44,0,9,103.9,1588767
2,39,5,99,7,30,0,10,156.6,1847386
2,36,5,8,7,44,0,5,114.8,2392418
2,33,5,8,8,44,0,6,50.5,272453
1,24,3,8,5,44,0,5,1.9,2232341
1,29,4,99,5,30,0,10,20.4,1168724
1,60,7,99,7,44,0,9,59.9,1287321
1,59,7,2,7,44,0,6,37.4,1531204
1,27,4,99,7,30,0,10,97.9,537840
1,30,5,9,7,44,0,3,69.9,650175
2,35,5,8,9,44,0,7,81.1,962151
2,41,6,9,7,44,0,6,4.9,2415145
1,45,6,99,9,40,0,10,303.6,1681455
1,22,3,8,7,26,0,6,19.9,1426676
1,39,5,8,9,13,0,7,71.8,1608229
2,33,5,9,5,44,0,2,10.9,180233
2,19,3,9,7,44,0,4,3.5,231775
1,32,5,8,7,44,0,10,109.9,2300047
1,33,5,2,7,36,0,8,4.2,1513763
2,52,7,99,9,40,0,10,215.9,1066687
1,21,3,2,7,44,0,7,29.9,123615
1,44,6,8,5,44,0,4,56.8,1214382
2,36,5,99,7,40,0,10,128.7,241792
1,41,6,8,7,44,0,9,2.5,1564653
1,46,6,99,7,44,0,10,157.9,2123172
1,38,5,99,7,40,0,6,92.2,1411697
2,28,4,99,3,40,0,10,54.0,1702220
1,48,6,99,9,40,0,10,46.8,161952
2,37,5,8,7,36,0,10,18.8,1830734
2,50,7,99,9,20,0,10,206.7,2022035
1,29,4,99,7,40,0,7,16.7,1005382
2,37,5,2,9,0,0,6,25.3,922811
1,47,6,9,7,44,0,4,9.9,111909
1,38,5,99,8,30,0,10,133.2,365262
1,56,7,8,7,44,0,5,167.9,1369329
2,31,5,2,8,44,0,7,13.5,1964147
1,41,6,8,7,40,0,3,27.9,1406537
2,48,6,99,9,36,0,10,376.9,2007620
2,27,4,8,7,44,0,6,2.7,1940998
2,33,5,8,7,44,0,3,3.3,2382979
1,26,4,8,2,44,0,5,10.9,2211973
2,28,4,8,7,44,0,3,0.2,1772908
1,39,5,8,5,33,0,10,33.6,1218473
2,35,5,8,7,44,0,4,0.8,1956215
1,29,4,8,4,44,0,9,13.7,1152184
1,26,4,8,7,44,0,8,77.9,494191
1,30,5,8,7,44,0,6,99.9,75941
2,34,5,99,7,30,0,10,28.8,1791731
2,46,6,99,5,30,0,10,31.3,1720880
2,41,6,99,9,20,0,10,160.9,2000702
1,59,7,2,9,44,0,6,142.9,153401
1,30,5,8,2,44,0,5,7.3,2212441
1,28,4,9,9,30,0,5,7.9,1684412
2,59,7,99,7,30,0,10,385.7,1819310
1,30,5,8,7,36,0,8,45.7,1331191
1,25,4,2,7,44,0,5,48.7,1339441
1,23,3,8,7,44,0,2,68.8,594982
1,34,5,99,5,30,0,10,142.7,1168692
1,28,4,2,9,44,0,8,45.5,745365
1,65,8,8,7,36,0,9,280.3,111803
1,43,6,9,7,44,0,2,3.5,1016485
1,38,5,99,7,30,0,10,182.4,1290396
1,46,6,8,7,44,0,8,32.1,1567356
2,40,6,2,9,36,0,7,72.9,2189959
2,40,6,99,11,20,0,10,149.2,2459848
2,31,5,99,9,40,0,10,52.9,2197821
1,47,6,9,7,44,0,4,1.5,506685
2,46,6,99,7,36,0,10,21.0,1872405
2,30,5,8,9,44,0,4,5.8,920797
2,64,7,99,7,40,0,7,379.9,219835
2,40,6,99,9,20,0,10,160.9,2032049
2,52,7,99,9,44,0,10,172.1,917932
1,22,3,8,7,44,0,8,0.9,2300005
2,38,5,8,7,44,0,9,37.8,861350
1,35,5,99,7,30,0,10,59.9,1300133
1,20,3,8,6,44,0,2,5.2,36774
2,26,4,8,7,44,0,3,20.9,1923513
1,46,6,8,4,44,0,7,16.0,454427
2,55,7,9,6,44,0,5,28.9,1750529
1,28,4,8,7,44,0,5,33.8,1542312
1,57,7,2,7,44,0,2,32.8,106669
2,57,7,99,7,30,0,9,213.1,1886748
2,37,5,99,9,30,0,10,70.2,425323
2,42,6,2,7,44,1,7,11.7,826487
1,44,6,99,5,30,0,10,131.9,1160200
2,27,4,4,7,44,0,7,99.3,252026
1,26,4,8,7,44,0,4,4.3,48823
1,31,5,99,7,40,0,10,147.0,352366
1,27,4,8,7,36,0,2,2.5,1346881
1,21,3,8,5,44,0,4,44.4,1214477
2,45,6,99,9,40,0,7,153.0,962738
2,62,7,8,7,44,0,4,11.9,870267
1,44,6,99,7,30,0,10,116.3,1294031
2,23,3,2,7,44,0,4,19.3,268828
1,58,7,99,7,36,0,9,39.9,1323011
1,43,6,99,7,30,0,10,137.7,1592064
2,25,4,99,9,44,0,10,45.0,436377
2,62,7,99,6,20,0,10,440.5,1744428
1,31,5,8,6,36,0,3,38.4,41415
1,35,5,2,3,44,0,9,81.4,9182
1,37,5,99,6,44,0,9,202.3,327905
2,26,4,8,9,44,0,8,3.3,2021531
2,33,5,8,7,44,0,2,35.8,1756240
1,40,6,9,7,44,0,3,11.7,617011
1,55,7,99,9,30,0,8,227.5,2329820
1,26,4,8,9,44,0,8,24.9,733060
1,24,3,8,7,44,0,5,48.9,1292099
2,28,4,8,7,44,0,6,80.5,817055
1,40,6,8,4,44,0,3,28.2,1117032
2,33,5,2,7,44,0,3,43.9,1955507
2,36,5,8,9,44,0,10,17.9,1975184
1,41,6,99,9,30,0,10,247.9,1620731
2,47,6,99,7,36,0,10,94.9,1860580
1,36,5,9,7,44,0,3,2.9,2252603
2,41,6,8,7,44,0,2,68.9,882780
1,37,5,8,7,44,0,9,34.3,607366
1,29,4,8,2,22,0,8,10.5,318323
2,37,5,99,9,40,0,10,99.9,1975469
1,37,5,99,9,40,0,10,47.2,1661290
2,26,4,8,9,40,0,4,73.6,2012326
1,24,3,8,7,44,0,9,27.9,1331728
1,29,4,9,7,44,0,3,9.5,1297211
2,67,8,99,9,30,0,10,179.4,967254
2,25,4,99,9,40,0,10,34.8,959105
1,49,6,99,9,30,0,5,6.7,737630
2,45,6,99,2,40,0,10,236.9,1696483
1,54,7,99,9,30,0,10,72.8,150855
2,25,4,99,7,44,0,10,15.9,204331
2,35,5,8,5,30,0,9,187.8,1718099
2,33,5,99,7,40,0,10,102.3,1898906
1,73,8,99,7,36,0,10,251.9,2124306
1,34,5,8,7,44,0,7,139.3,61423
1,38,5,99,7,40,0,8,165.1,2277926
1,51,7,99,9,40,0,8,282.6,159456
2,20,3,8,7,44,0,5,13.1,787295
1,18,3,8,6,44,0,3,15.9,1257243
1,49,6,99,9,30,0,10,43.1,738376
2,31,5,99,9,18,0,10,14.7,1983474
1,30,5,8,9,44,0,4,21.9,1684816
1,34,5,99,9,30,0,9,19.9,1645781
1,59,7,8,7,40,0,8,400.5,1386109
2,46,6,99,9,30,0,10,24.5,969745
2,41,6,99,7,30,0,10,5.4,805594
1,33,5,99,7,30,0,10,80.7,520225
2,31,5,8,7,44,0,10,23.9,881872
1,27,4,2,4,44,0,9,0.4,1125133
1,58,7,8,7,44,0,4,282.9,1418756
2,43,6,99,9,30,0,10,154.9,1998979
1,23,3,8,7,44,0,8,56.2,2127687
1,46,6,99,7,32,0,10,239.9,1316249
1,44,6,8,7,40,0,10,4.5,506777
1,23,3,2,7,44,0,4,1.6,2273524
1,57,7,2,6,44,0,7,294.0,1244753
1,64,7,99,7,30,0,10,440.4,544327
2,58,7,99,6,44,0,9,262.5,1741002
1,59,7,9,7,44,0,6,13.4,130328
2,47,6,99,7,40,0,10,107.1,1842864
1,55,7,8,7,44,0,10,134.8,2117339
2,39,5,99,9,44,0,10,148.9,1986463
1,29,4,9,7,44,0,8,40.9,1460771
2,42,6,99,9,30,0,10,27.3,968254
1,35,5,8,7,44,0,2,13.9,348338
1,29,4,8,5,44,0,3,35.9,1193012
1,52,7,2,7,40,0,10,45.9,83309
1,47,6,8,7,44,0,7,83.8,527589
1,23,3,8,7,44,0,5,37.2,659514
1,28,4,4,6,44,0,4,14.4,484888
1,31,5,99,7,40,0,7,39.8,1461037
2,72,8,99,4,30,0,10,441.3,1707810
2,47,6,99,9,40,0,10,128.1,2444547
2,55,7,99,9,40,0,10,324.9,1975326
1,57,7,8,7,44,0,7,170.9,528864
2,38,5,99,9,40,0,9,42.9,2430225
1,28,4,99,7,40,0,10,2.9,89696
1,33,5,8,7,36,0,4,90.9,1540465
1,28,4,8,7,44,0,7,64.3,613263
2,24,3,99,7,30,0,10,22.9,1817229
2,55,7,99,10,40,0,10,310.9,980911
1,26,4,9,7,44,0,2,37.9,77620
1,43,6,9,3,44,0,3,1.9,2219188
1,41,6,2,7,44,0,5,6.9,74926
2,22,3,9,7,44,0,2,3.9,1758909
1,31,5,8,7,44,0,5,13.6,1371645
2,54,7,99,7,40,0,5,256.9,780439
1,59,7,99,9,40,0,10,430.3,161656
2,26,4,8,7,26,0,7,12.4,897546
2,32,5,99,9,40,1,10,15.7,2425135
2,53,7,8,7,40,0,6,23.7,1942371
1,41,6,8,4,44,0,6,102.9,455136
2,30,5,2,7,36,0,9,22.7,1917071
2,47,6,8,7,30,0,10,7.6,811076
2,27,4,8,7,44,0,4,11.6,1847788
1,34,5,9,7,44,0,2,20.9,1366257
2,23,3,8,7,44,0,4,1.0,836592
1,29,4,8,9,44,0,8,18.4,743967
1,47,6,8,7,44,0,5,83.3,611052
1,50,7,8,6,0,0,5,34.9,480487
1,27,4,8,3,44,0,2,19.2,1107287
2,53,7,99,9,30,0,10,14.2,1992506
1,32,5,8,7,44,0,5,2.6,1365642
2,34,5,9,7,40,0,10,5.9,2374714
2,29,4,9,7,44,0,7,72.6,409601
1,49,6,99,9,40,0,8,201.2,700308
1,36,5,99,9,20,0,10,53.6,704373
2,29,4,8,4,44,0,3,22.5,1709771
1,34,5,8,7,44,0,7,1.1,568394
1,57,7,99,5,30,0,10,379.2,1164267
2,44,6,99,9,40,0,10,179.4,2454729
1,36,5,99,7,40,0,10,47.9,613824
2,24,3,2,7,44,0,2,14.9,1889963
2,33,5,2,7,44,0,9,24.4,795790
1,44,6,8,7,38,0,8,23.9,675855
2,34,5,8,7,44,0,6,1.4,843038
2,27,4,9,9,44,0,5,35.9,2057182
1,48,6,8,7,4,0,9,128.9,1561779
2,29,4,99,9,40,0,6,86.9,292332
1,32,5,8,6,44,0,4,19.9,2235064
1,41,6,8,9,18,0,4,70.6,700214
1,39,5,8,3,44,0,5,27.8,1110777
2,40,6,8,7,44,0,5,10.4,2407885
2,36,5,2,7,44,0,7,57.7,409349
1,28,4,8,7,40,0,2,19.4,2106789
1,28,4,8,7,44,0,10,68.5,614970
2,23,3,8,7,44,0,10,25.7,866389
1,48,6,99,9,25,0,10,143.4,1019545
1,38,5,8,7,44,0,10,155.5,686013
1,33,5,8,7,44,0,8,100.3,1422035
2,45,6,99,9,30,0,10,106.5,928219
1,32,5,99,5,40,0,10,77.1,1165911
1,35,5,8,7,44,0,10,50.4,1510246
2,53,7,2,7,31,0,7,2.9,2367362
2,26,4,99,5,30,0,10,13.6,1723856
1,27,4,99,5,40,0,8,8.9,1208814
2,34,5,2,6,44,0,3,19.7,190167
1,43,6,4,7,44,0,6,17.6,98358
1,18,3,2,7,44,0,5,6.7,2256099
2,28,4,8,9,44,0,4,6.9,913195
2,49,6,99,9,30,0,7,24.6,964411
1,24,3,8,7,44,0,4,25.8,358403
1,37,5,8,3,44,0,8,94.7,445845
2,49,6,2,9,40,0,7,157.8,956719
1,29,4,8,7,36,0,10,53.4,629028
2,49,6,99,9,30,0,10,145.1,2026810
1,42,6,8,7,38,0,10,126.4,1513165
2,24,3,99,9,30,0,8,14.6,281073
2,48,6,99,9,40,0,10,215.9,1064003
1,36,5,8,8,44,0,7,159.6,687373
1,58,7,99,9,40,0,10,416.9,1616881
1,26,4,9,7,44,0,9,30.7,1553603
2,36,5,8,9,44,0,9,56.9,919314
1,22,3,8,7,35,0,10,8.4,1278655
1,18,3,8,7,44,0,3,11.9,2132548
1,35,5,8,6,44,0,6,4.2,484053
1,62,7,99,9,20,0,8,395.4,710618
1,47,6,99,7,40,0,5,208.8,67345
1,29,4,8,9,40,0,10,8.2,150681
1,37,5,8,7,40,0,8,72.7,1519032
1,27,4,99,8,30,0,5,17.9,1598755
1,48,6,8,7,44,0,2,11.9,1381099
1,59,7,99,9,30,0,10,334.4,715423
1,26,4,8,7,44,0,7,16.1,1461285
1,26,4,8,9,36,0,10,29.5,1688200
1,25,4,2,7,44,0,10,1.4,1417439
2,31,5,9,7,44,0,10,10.8,1871549
1,25,4,8,7,44,0,7,10.8,581036
2,49,6,99,7,44,0,10,135.4,2162858
1,38,5,8,7,38,0,10,60.9,1527645
2,54,7,99,9,30,0,10,168.9,1980191
2,30,5,2,7,44,0,2,104.9,221731
1,63,7,99,9,30,0,10,172.7,722392
2,52,7,99,5,30,0,10,257.2,764118
1,53,7,99,9,30,0,10,228.8,710894
2,31,5,99,6,36,0,8,56.8,1744634
1,42,6,8,5,44,0,5,138.9,1193851
2,48,6,99,9,40,0,10,126.5,2438672
1,62,7,99,9,20,0,10,147.8,1626996
2,36,5,99,9,30,0,9,15.7,2034449
1,40,6,99,7,40,0,10,11.6,2108357
1,41,6,99,7,40,0,10,191.9,79857
2,53,7,2,7,44,0,3,184.9,2166657
1,41,6,8,7,44,0,8,19.9,1511016
1,39,5,99,9,40,1,9,89.4,1616430
2,45,6,99,9,40,0,10,222.1,2454138
2,54,7,99,9,40,0,10,396.5,2033634
2,26,4,8,7,44,0,9,73.8,886660
2,32,5,8,7,44,0,8,78.3,1916818
1,29,4,8,7,44,0,9,61.6,1334093
1,35,5,99,8,30,0,9,110.6,692689
1,63,7,8,5,44,0,4,30.9,1189308
1,38,5,99,4,30,0,8,77.5,1135816
1,45,6,99,7,32,0,10,148.6,1477902
1,34,5,8,7,44,0,5,21.2,2319879
1,34,5,6,7,0,0,6,96.8,2296833
1,37,5,99,9,30,0,10,84.6,719463
1,35,5,8,7,44,0,7,10.9,1333139
1,36,5,99,7,30,0,10,134.3,1273817
2,35,5,8,9,31,0,8,37.0,2457533
2,39,5,99,9,40,0,10,107.4,2195314
2,45,6,99,7,40,0,10,263.9,812914
1,49,6,8,10,44,0,3,67.9,751230
2,44,6,8,7,44,0,3,75.9,1938954
1,47,6,8,7,40,0,7,50.5,1001363
2,40,6,9,9,31,0,9,18.1,975972
1,25,4,8,7,44,0,2,22.9,560046
2,47,6,2,9,40,0,5,185.9,286418
2,67,8,99,9,25,0,10,76.9,917351
2,20,3,2,7,44,0,7,24.2,241134
2,26,4,2,7,44,0,3,27.9,2400787
2,45,6,99,7,40,0,10,19.8,1777319
1,43,6,9,7,36,0,5,21.9,1017686
1,30,5,2,6,44,0,10,10.8,1254187
2,45,6,8,9,44,0,9,79.5,922816
1,41,6,9,7,44,0,2,16.9,95971
2,31,5,99,7,40,0,10,14.6,222645
1,41,6,9,5,44,0,6,2.8,2233698
1,34,5,9,7,44,0,2,0.9,111280
1,23,3,8,4,44,0,10,23.5,11085
2,42,6,99,9,36,0,9,165.9,1992635
1,34,5,8,7,38,0,10,29.8,1523333
1,51,7,8,5,44,0,4,20.9,464388
1,47,6,9,6,44,0,5,13.6,1258503
2,21,3,9,7,40,0,7,5.9,1818737
2,40,6,99,10,40,0,10,187.9,437851
2,28,4,99,7,30,0,9,26.6,857697
1,60,7,4,7,44,0,5,20.9,1427091
1,32,5,99,6,30,0,9,29.9,1228110
2,36,5,8,9,44,0,10,29.8,2205546
1,28,4,8,4,44,0,3,38.9,2225309
2,33,5,9,7,44,0,2,5.9,1829983
2,33,5,8,6,44,0,3,56.8,190255
1,48,6,99,3,40,0,7,359.9,7343
1,23,3,8,7,44,0,9,4.3,502769
1,53,7,8,6,44,0,8,22.7,485695
1,59,7,99,7,40,0,10,413.7,1397955
2,58,7,99,9,30,0,10,121.4,2017175
1,42,6,8,4,44,0,5,239.9,1126953
2,29,4,8,7,44,0,2,32.6,2171236
2,58,7,99,11,30,0,10,189.6,982489
1,26,4,2,3,44,0,5,17.2,8987
1,43,6,2,6,44,0,10,16.7,1242702
2,44,6,8,7,44,0,4,123.9,1923951
1,30,5,4,8,44,0,8,10.9,1606609
1,19,3,9,8,20,0,6,13.8,145119
1,26,4,99,8,40,0,7,59.6,1600521
2,24,3,99,7,40,0,10,69.4,1892649
1,23,3,8,7,44,0,5,50.4,1010140
2,25,4,8,6,44,0,3,63.9,388321
2,32,5,8,7,44,0,6,0.7,267810
1,35,5,9,5,44,0,5,18.1,2102566
1,41,6,8,7,36,0,9,111.9,1413358
2,21,3,8,7,44,0,4,16.9,858612
1,30,5,8,7,44,0,6,23.0,1566754
1,61,7,8,1,44,0,3,10.9,2096444
1,31,5,8,6,44,0,5,3.2,1259148
1,44,6,8,4,44,0,9,38.9,2224459
1,23,3,2,7,44,0,2,41.4,1322530
2,48,6,4,9,36,0,10,68.8,2082414
2,59,7,99,9,30,0,10,98.7,2020895
2,27,4,8,7,44,0,7,27.6,1901706
1,41,6,9,2,44,0,7,98.9,1082035
1,52,7,8,7,36,0,7,60.9,2130071
2,34,5,8,7,44,0,9,74.4,1823663
1,25,4,8,6,44,0,5,64.2,34046
1,36,5,8,7,44,0,10,6.8,1560054
1,25,4,99,7,40,0,9,8.7,555187
1,28,4,8,7,44,0,3,6.1,1578158
2,70,8,99,2,40,0,10,451.4,174041
2,39,5,8,7,44,0,7,81.9,406626
1,30,5,8,7,36,0,5,45.9,1594700
2,49,6,9,7,44,0,2,25.9,199207
1,37,5,9,7,44,0,4,11.6,53009
1,28,4,9,7,44,0,9,29.9,56912
2,32,5,2,7,44,0,5,37.9,847478
2,59,7,8,7,44,0,5,82.1,1046079
2,42,6,8,5,44,0,3,3.9,1729549
1,56,7,2,5,44,0,3,108.9,1213163
2,29,4,99,9,40,0,7,45.9,2062098
1,41,6,9,9,44,0,8,32.9,168062
2,23,3,9,7,44,0,8,4.1,1915607
1,42,6,99,7,40,0,5,212.6,2267758
1,33,5,8,4,44,0,9,18.4,452819
2,58,7,99,9,20,0,10,208.8,2079724
2,38,5,8,7,44,0,4,64.9,2176419
1,28,4,8,7,44,0,6,75.9,362076
1,34,5,99,9,30,0,10,98.9,166294
1,53,7,99,7,36,0,10,8.9,2120906
1,37,5,8,9,44,0,10,148.8,749265
1,30,5,99,7,40,0,10,76.7,1338129
2,35,5,99,7,40,0,6,10.9,262682
1,33,5,8,7,44,0,5,22.1,131714
2,32,5,8,7,36,0,4,0.9,779825
1,26,4,4,5,44,0,7,16.7,1213634
2,36,5,99,9,40,0,10,176.6,429721
2,26,4,8,7,44,0,2,20.9,410220
2,19,3,8,7,44,0,2,4.3,408037
1,24,3,8,7,44,0,3,60.6,1544536
1,18,3,8,7,44,0,3,4.9,1327792
2,37,5,8,7,44,0,4,1.9,1835433
1,33,5,8,7,44,0,9,22.4,1486160
1,40,6,99,7,30,0,10,181.6,1290357
2,38,5,99,6,30,0,10,178.9,1741629
2,53,7,99,7,30,0,10,245.3,1853546
2,38,5,99,9,40,0,10,188.6,2451005
1,54,7,9,7,44,0,3,9.4,2299399
1,34,5,8,7,44,0,7,16.6,135709
1,53,7,8,4,44,0,7,173.8,1134209
1,43,6,9,7,44,0,8,3.2,1577947
1,39,5,99,9,44,0,10,196.2,2137503
1,37,5,8,7,44,0,3,103.9,99335
2,41,6,9,7,44,0,9,19.6,411334
2,36,5,6,9,44,0,9,10.9,2088896
2,51,7,99,6,40,0,10,274.8,191249
