sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao,id
1,27,4,2,7,44,0,4,9.4,1371.21,2285858
2,63,7,99,9,30,0,10,477.9,4777.27,932884
1,40,6,2,7,44,0,6,113.9,1127.81,1005495
2,44,6,99,7,40,0,10,112.3,1388.95,222069
2,23,3,8,7,44,0,4,37.9,991.81,2377020
2,37,5,99,7,40,0,9,58.5,1473.76,1806313
1,38,5,4,9,44,0,5,14.7,11266.25,148240
1,32,5,8,9,44,0,2,45.9,1534.75,700955
1,33,5,8,5,44,0,2,7.6,1035.83,2227826
2,40,6,8,7,44,0,8,4.1,1209.96,1899868
2,47,6,99,9,40,0,10,219.9,4140.19,279073
1,34,5,8,2,44,0,10,54.4,1964.78,4750
1,34,5,99,7,40,0,10,105.5,1729.27,1266560
1,41,6,8,7,44,0,7,92.8,3986.76,118415
2,42,6,8,3,44,0,5,83.9,1724.43,1702897
1,29,4,2,7,40,0,6,31.7,3995.9,2308962
2,50,7,8,4,44,0,4,275.9,1926.79,760439
1,41,6,8,7,44,0,5,40.1,2153.16,2257056
1,44,6,8,7,44,0,6,34.6,1701.01,627310
1,33,5,8,7,36,0,4,2.6,1720.41,1016357
2,26,4,8,9,44,0,5,1.8,1160.93,2457833
1,65,8,8,2,30,0,10,222.9,1932.12,440828
1,25,4,8,2,44,0,7,23.6,1138.1,1082950
1,38,5,99,9,40,0,9,131.9,11341.87,2328367
1,36,5,8,8,44,0,5,114.9,1875.34,147556
1,27,4,4,7,44,0,4,20.4,1956.14,355743
2,53,7,99,7,40,0,10,315.4,1739.07,236900
2,27,4,99,7,40,0,9,29.4,1109.74,2386429
1,47,6,8,7,44,0,4,12.9,3047.97,1589326
2,25,4,8,7,44,0,9,7.5,1430.04,411843
2,50,7,99,5,36,0,9,152.9,1844.76,1717647
1,36,5,8,3,44,0,2,77.9,1145.27,443880
2,50,7,99,9,30,0,10,100.9,2477.75,940522
1,38,5,8,7,44,0,5,75.9,1910.39,661282
1,32,5,8,7,36,0,10,53.8,2030.8,674023
1,25,4,9,7,44,0,5,45.5,1061.88,1353508
2,33,5,2,7,30,0,8,101.4,1651.31,220012
1,42,6,8,9,1,0,5,3.3,2893.59,736539
1,23,3,8,2,44,0,10,4.6,991.16,1100035
1,26,4,9,7,44,0,4,3.4,1237.44,589052
1,20,3,8,4,40,0,10,23.9,1251.03,1141323
2,33,5,2,9,44,0,5,24.3,5006.21,2001965
1,40,6,4,7,44,0,6,2.1,1144.01,1396016
2,41,6,99,9,20,0,10,175.7,3504.08,2014910
2,43,6,99,9,40,0,10,269.3,1256.53,2074492
1,53,7,99,9,40,0,10,319.9,13472.19,1608122
1,26,4,2,5,44,0,7,31.4,1487.6,2232816
1,25,4,99,7,30,0,10,11.6,1723.04,580478
1,23,3,9,7,44,0,3,45.3,1385.79,2264567
2,33,5,99,7,40,0,10,23.5,1449.01,226455
1,22,3,8,7,44,0,10,2.3,2583.48,1594547
1,30,5,8,7,44,0,9,2.9,1312.38,1518624
2,26,4,8,7,44,0,10,2.9,1244.75,2170796
1,37,5,99,9,40,0,9,96.1,11029.93,377779
1,33,5,8,7,44,0,9,95.9,7928.0,524950
1,23,3,8,9,44,0,2,47.9,2145.49,1609488
1,57,7,2,5,44,0,5,19.9,2571.05,1194411
2,47,6,99,9,30,0,10,97.9,8615.08,924758
2,52,7,99,7,40,0,8,225.9,1128.36,2397546
2,39,5,8,7,40,0,10,7.3,794.48,203543
1,39,5,8,4,44,0,10,23.0,1289.12,452324
1,22,3,8,7,44,0,2,3.2,1136.58,59256
1,34,5,8,7,44,0,3,104.9,1140.73,2250909
1,31,5,99,9,40,0,10,77.5,970.2,160323
1,49,6,9,6,44,0,3,4.9,1323.32,474586
2,49,6,99,9,25,0,10,130.9,2817.19,298964
1,23,3,2,7,0,0,5,48.8,3295.88,2105845
1,72,8,99,4,40,0,10,430.5,3212.39,14269
2,42,6,8,9,42,0,10,242.9,11535.08,974332
1,34,5,2,7,44,0,5,4.9,1315.71,491698
2,54,7,99,9,20,0,10,271.5,6053.8,2004390
2,41,6,99,9,37,0,8,214.6,3332.7,2445003
1,27,4,8,7,44,0,4,21.9,1249.97,1424229
2,34,5,8,7,44,0,6,41.9,869.35,822202
1,18,3,8,8,20,0,10,1.4,516.58,2323887
1,21,3,9,7,44,0,3,6.9,1300.9,117314
1,36,5,99,7,40,0,9,44.9,1047.75,554644
1,35,5,8,9,44,0,4,58.9,5504.73,738589
1,39,5,9,9,1,0,6,3.9,2216.63,1645684
1,59,7,9,7,44,0,10,49.9,1154.49,1280019
1,61,7,99,8,30,0,9,514.5,4354.36,688620
2,43,6,99,9,20,0,10,82.0,7097.88,2032222
1,19,3,2,7,44,0,2,0.7,944.38,91755
1,27,4,9,9,40,0,10,17.9,1791.51,1023383
2,34,5,9,7,44,0,3,21.9,1505.97,246707
1,24,3,8,5,44,0,5,28.5,1754.26,1219733
2,36,5,99,7,40,0,9,67.5,1071.65,810197
1,38,5,2,9,44,0,4,44.9,5308.36,736907
2,45,6,99,9,20,0,10,184.4,4470.38,2452171
2,32,5,8,9,22,0,5,70.9,2523.37,2041744
1,20,3,8,7,44,0,2,18.9,1207.85,51514
2,32,5,99,7,40,0,9,17.9,1512.29,821010
1,42,6,8,6,44,0,10,100.7,1291.3,2103859
1,49,6,99,7,40,0,10,206.6,12885.45,93872
2,33,5,99,9,40,0,10,126.7,4825.2,2447152
2,36,5,99,7,30,0,5,190.9,1049.69,2376574
1,25,4,4,7,44,0,7,37.5,1367.89,2128076
1,18,3,8,8,20,0,10,22.5,555.1,687868
2,45,6,99,7,40,0,10,199.9,2400.61,1043385
2,26,4,9,7,44,0,3,20.9,1471.23,1930304
1,28,4,8,7,44,0,5,3.2,1455.65,602640
2,39,5,9,7,44,0,7,1.8,1270.01,879669
2,50,7,2,7,44,0,2,32.9,2003.14,831066
2,31,5,99,11,30,0,10,23.7,2401.52,982804
1,49,6,8,7,32,0,7,59.6,2997.02,1559409
1,54,7,2,4,44,0,9,144.9,1861.51,2224385
1,35,5,99,7,40,0,10,56.8,1044.9,1310797
2,26,4,99,7,36,0,10,11.3,3523.64,1050702
1,24,3,8,6,44,0,8,16.8,1836.39,1262456
2,41,6,99,7,40,0,10,92.9,1797.79,2366684
2,28,4,4,9,44,0,8,33.9,4908.58,2426413
1,32,5,8,7,44,0,9,17.2,1931.11,686417
1,40,6,99,9,40,0,10,181.8,18170.34,2346971
2,34,5,9,7,44,0,7,22.9,1646.97,250697
2,23,3,4,6,44,0,3,4.9,1618.15,2161495
1,25,4,9,7,44,0,3,6.7,1008.13,71267
1,32,5,99,7,20,0,10,16.9,1084.07,1300849
2,41,6,8,7,44,0,5,50.9,1138.87,1930747
1,18,3,4,4,41,0,7,0.5,815.17,19539
2,27,4,9,9,20,0,9,4.6,906.68,959796
1,24,3,8,7,44,0,9,4.4,902.32,1292769
1,19,3,8,7,44,0,8,1.4,915.51,58514
2,25,4,2,7,20,0,8,85.7,796.65,790749
1,39,5,8,6,22,0,3,13.5,1046.4,480742
2,54,7,99,9,30,0,10,168.9,4856.35,1980191
1,33,5,8,8,38,0,9,23.1,1709.07,690258
1,47,6,99,9,40,0,10,172.9,5544.11,1618290
2,44,6,99,7,44,0,10,261.7,5409.29,1886636
1,32,5,8,4,44,0,3,27.4,1623.35,1140478
2,44,6,99,7,30,0,10,157.9,2079.91,2162727
1,35,5,9,7,44,0,5,0.7,1429.31,2134440
1,35,5,8,7,44,0,8,50.8,3411.3,1579071
2,39,5,99,9,30,0,10,15.1,2584.51,420724
2,51,7,8,7,44,0,3,73.9,633.25,212290
2,47,6,99,9,30,0,10,226.8,3586.67,929475
1,46,6,99,2,36,0,5,269.9,1715.89,2096792
1,30,5,8,7,44,0,3,3.9,1139.17,1457319
1,25,4,99,9,30,0,9,35.9,3903.61,740114
1,27,4,99,7,30,0,10,4.6,1416.34,1486992
2,44,6,99,9,25,0,9,9.6,1560.9,430114
2,39,5,99,9,20,0,10,104.7,2528.36,948148
2,29,4,8,9,44,0,5,14.4,985.41,953553
1,37,5,2,9,44,0,8,35.8,13714.02,1612972
1,61,7,2,7,44,0,8,11.4,1924.51,1011254
1,35,5,99,6,30,0,9,11.9,1064.45,1228889
2,36,5,8,7,36,0,5,1.6,1060.06,1926675
2,60,7,99,7,40,0,5,371.4,5380.36,2401724
1,33,5,99,9,44,0,10,32.3,2616.04,1623282
2,58,7,9,8,44,0,3,16.9,2376.26,2418031
1,42,6,8,5,44,1,10,1.9,1104.04,1157756
2,37,5,8,5,44,0,4,9.9,678.39,386201
2,37,5,8,7,44,0,7,12.9,1187.98,1924020
2,38,5,8,7,44,0,6,43.9,1592.34,1055262
1,35,5,99,7,40,0,10,165.0,1674.17,1293044
1,35,5,99,7,44,0,9,154.6,1384.28,1406404
1,34,5,8,7,44,0,10,155.6,2505.25,614304
2,51,7,99,2,40,0,10,349.9,1312.53,174579
1,39,5,99,5,40,0,10,199.9,1381.58,987923
1,31,5,8,4,44,0,6,62.9,1270.55,451201
2,23,3,8,7,44,0,9,6.4,1100.49,2409696
2,50,7,8,9,44,0,3,67.8,3032.19,301251
1,50,7,99,7,40,0,9,179.0,2543.16,2292064
1,44,6,99,3,44,0,10,209.0,1543.6,320886
1,24,3,8,7,44,0,9,4.7,1920.3,1470345
2,46,6,99,7,30,0,10,173.8,1225.68,2162382
2,30,5,9,7,44,0,2,13.7,1177.04,217227
1,32,5,2,7,44,0,3,0.7,2967.71,142160
2,41,6,99,7,40,0,10,65.5,1640.45,241333
2,21,3,2,7,44,0,3,4.8,1120.22,838074
1,48,6,8,7,44,0,7,21.9,4663.38,1451124
2,33,5,99,9,30,0,8,71.0,7089.6,1069979
1,45,6,8,7,24,0,8,4.1,2631.53,1482563
1,48,6,9,6,44,0,8,58.2,2125.35,1262285
2,34,5,8,7,44,0,9,84.6,5982.84,2408260
2,48,6,99,9,40,0,9,261.9,6618.3,2045400
2,42,6,8,7,40,0,10,16.9,1191.51,1890363
2,31,5,8,7,44,0,3,23.0,1120.52,193391
1,22,3,8,7,44,0,10,3.9,2283.03,1282452
1,33,5,8,7,44,0,7,140.8,4191.96,1566358
2,49,6,99,5,30,0,10,142.4,1228.28,1716638
1,39,5,8,7,44,0,5,24.9,4610.22,1557904
2,58,7,99,5,30,0,10,258.9,1338.85,766453
1,23,3,8,6,44,0,5,12.9,1331.43,480671
2,46,6,8,7,44,0,5,75.9,1689.69,1826101
2,30,5,9,9,40,0,10,10.9,3481.96,2439674
2,62,7,99,7,40,0,8,425.6,2971.0,395523
2,31,5,8,7,44,0,4,46.6,1225.29,196617
2,33,5,9,7,36,0,2,15.4,1072.5,268673
1,52,7,8,6,44,0,3,56.6,1267.11,1237787
1,27,4,2,6,44,0,10,4.3,1118.54,1259445
1,25,4,8,9,2,0,6,14.7,1143.41,2334648
1,26,4,8,2,44,0,3,11.4,1517.55,3195
1,22,3,8,7,44,0,10,35.9,2060.19,646889
2,33,5,2,8,0,0,5,35.7,7581.38,2417067
1,22,3,8,7,44,0,3,10.7,1459.74,2310708
1,34,5,2,7,35,0,9,1.8,4366.39,1495631
1,33,5,8,7,44,0,3,35.9,1062.19,360384
1,28,4,9,7,44,0,4,48.6,1628.84,354037
2,35,5,8,7,44,0,4,85.9,1845.4,2181383
1,44,6,99,7,30,0,8,33.2,1060.44,1371351
1,19,3,8,7,44,0,6,3.7,1018.97,568364
1,46,6,99,9,30,0,10,97.9,3229.85,721479
1,29,4,8,9,44,0,8,18.4,2131.0,743967
1,42,6,8,7,44,0,7,20.4,2136.48,1459133
1,40,6,9,7,44,0,7,49.9,2230.86,2314723
2,30,5,8,7,44,0,2,32.9,2445.67,1757502
1,47,6,99,5,30,0,10,142.4,1375.32,1166942
2,38,5,8,7,44,0,3,22.9,3998.36,2416308
2,62,7,99,7,40,0,10,440.6,9311.65,1854300
2,39,5,99,5,44,0,10,29.1,1177.53,1717011
1,25,4,2,5,28,0,9,17.1,1957.94,1204264
2,23,3,9,7,44,0,2,11.2,1191.11,873366
2,59,7,2,9,44,0,7,126.9,3263.94,2057863
1,51,7,2,7,40,0,10,45.9,1031.91,506709
2,39,5,99,7,30,0,10,31.3,1063.2,1817571
2,34,5,99,9,40,0,10,104.9,5649.82,2195424
1,31,5,9,7,44,0,2,6.6,994.1,71765
2,24,3,9,7,44,0,7,10.6,1335.72,842399
2,42,6,99,7,40,0,5,22.8,1287.34,2372291
2,36,5,8,4,44,0,5,20.6,1568.41,1712896
1,26,4,8,6,44,0,4,61.2,1395.92,2105004
1,20,3,8,7,36,0,2,17.5,1112.98,547684
2,70,8,99,9,30,0,10,470.9,13308.23,2017956
1,19,3,9,7,44,0,3,17.2,1047.39,90609
2,27,4,9,8,44,0,6,23.9,1095.6,1962100
1,34,5,8,5,44,0,3,43.1,1540.66,1158650
2,41,6,9,7,44,0,3,85.9,1062.13,825012
1,37,5,99,7,40,0,10,156.9,8927.87,90314
1,31,5,9,7,44,0,3,0.5,787.52,2111237
2,48,6,8,7,44,0,5,18.1,1569.8,1910322
2,54,7,99,7,30,0,10,362.9,1502.95,1798278
2,37,5,8,9,44,0,2,73.4,2692.51,971948
1,52,7,99,7,30,0,10,357.6,1548.52,1319662
2,50,7,8,5,44,0,9,141.9,1130.78,766360
1,56,7,8,3,44,0,10,2.9,4076.09,1111237
2,46,6,99,7,30,0,10,148.6,2607.52,1762940
1,18,3,8,6,44,0,9,1.2,983.51,33967
1,46,6,9,7,44,0,5,17.8,5362.75,1006491
1,38,5,99,7,40,0,10,26.6,3030.76,2272342
1,28,4,8,7,1,0,5,2.3,1217.06,1548664
1,41,6,8,3,44,0,2,103.9,1076.82,1109945
1,49,6,9,7,44,0,4,1.6,1922.73,355911
2,33,5,99,9,40,0,10,88.9,2746.71,1987982
1,37,5,8,2,44,0,2,9.9,2027.57,1101607
2,34,5,8,5,44,0,9,1.4,894.46,1034073
1,37,5,8,6,44,0,5,74.8,2271.14,2242124
2,38,5,8,7,44,0,6,4.6,752.63,833118
1,34,5,8,7,44,0,2,2.5,1012.29,1341626
1,35,5,8,2,44,0,2,1.4,775.63,1091449
2,27,4,9,7,44,0,6,24.8,1195.36,410435
1,35,5,8,7,36,0,5,1.9,1385.71,106064
1,23,3,8,4,44,0,10,23.5,1545.77,11085
1,43,6,99,7,30,0,10,148.3,1650.84,589748
2,40,6,99,9,30,0,10,81.0,4272.66,422920
1,32,5,99,8,30,0,9,19.9,1288.55,687119
2,41,6,2,9,44,0,9,175.4,7377.37,1996856
1,48,6,99,7,30,0,10,128.5,4519.78,1311927
2,52,7,99,7,30,0,10,146.0,2517.69,1853164
1,31,5,9,2,40,0,10,20.5,1041.67,2214240
1,34,5,99,9,40,0,10,41.6,8638.6,1022416
2,23,3,8,7,44,0,2,38.9,1562.92,248038
1,47,6,2,4,40,0,7,207.9,1880.45,1125388
1,28,4,8,4,44,0,6,10.5,1428.51,2098547
2,38,5,99,9,16,0,8,147.2,3344.35,2207879
1,47,6,8,5,44,0,4,196.9,1285.86,2101397
1,62,7,99,2,40,0,10,261.9,2475.67,3628
1,36,5,99,7,30,0,10,59.9,1496.43,1315341
1,34,5,9,7,44,0,2,2.5,953.59,106427
2,36,5,2,9,44,0,8,142.9,6258.58,311333
2,23,3,8,7,44,0,5,33.9,1262.4,869243
2,23,3,8,6,36,0,6,39.6,1533.19,192503
2,50,7,99,7,40,0,10,20.9,419.13,1775188
1,26,4,8,7,44,0,10,13.8,1229.42,1410145
2,21,3,2,8,44,0,5,14.1,1294.66,905968
1,63,7,8,7,44,0,6,4.6,2741.9,535046
1,22,3,8,7,44,0,7,19.8,1287.82,501977
2,35,5,2,9,15,0,7,64.9,1819.78,1982816
2,22,3,4,7,44,0,3,21.9,1157.33,2381301
2,59,7,99,9,30,0,10,98.7,4695.39,2020895
1,26,4,8,7,44,0,8,3.7,1914.74,614573
1,35,5,8,2,44,1,10,82.8,1642.6,1097201
1,35,5,2,5,44,0,4,9.9,1211.26,1193817
2,32,5,99,9,35,0,9,5.0,7992.52,911667
2,62,7,99,7,30,0,10,466.1,1859.33,1798594
1,32,5,9,7,44,0,5,13.3,2907.25,2253359
1,50,7,99,7,40,0,10,248.9,3414.45,89196
1,32,5,8,7,44,0,7,20.4,1079.56,1569154
1,42,6,8,7,44,0,4,4.9,1235.83,2294213
2,44,6,8,7,44,0,8,90.4,2580.51,1950358
1,26,4,8,7,44,0,3,64.9,1016.52,581883
2,33,5,8,7,44,0,9,44.9,1262.7,1917383
2,46,6,99,9,40,0,10,71.7,9760.31,2050932
1,35,5,2,7,44,0,4,11.9,1315.46,1346212
1,27,4,99,4,36,0,8,10.8,1032.45,1119086
1,19,3,8,5,44,0,4,0.3,429.06,457028
1,31,5,9,7,44,0,4,1.6,1248.33,996446
1,65,8,8,7,44,0,2,78.9,1050.0,1398672
1,60,7,99,7,40,0,10,364.5,10613.02,84007
1,39,5,99,7,30,0,10,150.8,3513.59,1313628
2,32,5,99,9,30,0,8,29.8,2875.93,1986638
2,39,5,99,9,30,0,10,8.9,7892.9,2087506
1,60,7,6,5,36,0,9,0.3,549.39,1212681
1,44,6,8,5,44,0,8,6.9,1582.37,323329
2,46,6,99,9,30,0,10,5.6,3494.39,2008177
1,21,3,8,7,44,0,9,22.8,2274.4,1501698
1,51,7,8,7,44,0,6,152.5,1160.87,1371822
2,28,4,8,7,44,0,6,22.9,1390.05,2372381
2,20,3,2,7,44,0,7,8.1,2142.32,1936310
2,51,7,99,5,30,0,10,359.9,1626.03,1722286
1,46,6,8,5,44,0,4,35.9,2089.06,29554
2,45,6,99,9,20,0,10,107.7,5585.78,2079534
1,32,5,2,7,44,0,5,62.9,1251.83,1460297
1,46,6,99,9,40,0,7,207.1,25281.73,379398
1,27,4,9,7,44,0,4,22.8,1725.76,91003
2,35,5,8,7,44,0,10,128.3,1419.07,2180563
1,25,4,2,7,44,0,8,27.6,1194.25,1530880
2,26,4,99,8,30,0,10,8.2,1728.07,1959506
1,55,7,99,7,40,0,10,207.9,14845.34,2285634
1,53,7,8,6,44,0,8,163.8,2534.87,1248872
2,32,5,8,7,44,0,2,4.9,2991.39,839384
2,53,7,99,9,30,0,10,158.6,4118.15,2024172
2,67,8,99,7,30,0,10,560.9,2939.51,827716
1,36,5,8,7,44,0,8,19.3,1399.47,1451966
1,32,5,2,7,42,0,4,26.7,2667.93,629381
2,49,6,99,9,40,0,7,324.9,1767.09,435029
2,43,6,99,7,44,0,7,93.6,1451.46,228776
2,27,4,99,7,30,0,8,23.9,4333.95,837746
1,53,7,8,6,44,0,5,42.9,1070.46,1262251
1,39,5,9,7,44,0,10,23.4,8268.97,679347
2,48,6,8,7,44,0,2,3.9,1433.38,251222
2,35,5,8,7,44,0,5,112.6,1429.29,195140
1,34,5,9,7,44,0,4,15.9,977.63,2105711
2,30,5,8,7,44,0,4,76.9,1331.56,2365113
1,35,5,2,7,44,0,3,9.9,1359.59,1323147
1,31,5,4,4,44,0,10,1.8,1767.68,1148285
1,28,4,9,7,44,0,5,46.9,1980.59,2114963
1,54,7,99,9,40,0,10,197.9,9767.84,1022926
2,51,7,99,9,44,0,10,248.8,3616.47,1988073
2,38,5,99,9,40,0,10,129.6,5769.15,2454625
2,54,7,99,8,40,0,10,10.9,1556.78,904729
1,55,7,99,7,44,0,9,200.5,4209.64,506895
1,43,6,99,9,30,0,10,94.9,6337.56,715622
1,41,6,8,2,44,0,10,67.7,1434.52,4647
1,34,5,8,7,36,0,6,18.9,1753.18,1445899
1,27,4,8,11,40,0,5,0.9,3820.88,1692791
1,38,5,99,8,30,0,10,133.2,6489.8,365262
1,32,5,99,9,36,0,10,106.9,2641.31,1663566
1,25,4,8,7,44,0,4,1.4,730.64,1006521
2,45,6,99,9,20,0,10,247.8,8065.24,2071210
1,20,3,8,7,44,0,8,10.9,1142.05,1454357
2,40,6,99,5,40,0,10,80.6,1134.88,1717213
1,34,5,8,8,40,0,7,147.4,6303.67,696106
1,44,6,99,5,40,0,10,273.9,2218.68,465801
1,40,6,99,4,30,0,10,178.5,1578.68,1121614
1,41,6,8,7,33,0,10,32.9,1473.54,1562397
1,47,6,99,9,30,0,10,176.2,5655.24,2150474
1,25,4,9,7,44,0,3,12.2,1331.94,132760
2,37,5,99,7,30,0,8,130.9,1229.95,1794583
1,50,7,99,7,30,0,10,201.9,1751.67,535239
1,37,5,99,7,30,0,10,197.4,1828.99,551615
1,27,4,8,8,28,0,3,52.7,3443.78,1604445
1,19,3,9,5,44,0,3,4.3,1208.06,2227705
1,38,5,8,9,36,0,5,16.9,2185.25,717315
2,48,6,99,7,44,0,10,188.9,5958.88,2164239
1,25,4,8,5,44,0,7,0.2,348.26,989092
2,63,7,99,7,30,0,10,416.4,1803.83,1817964
1,28,4,2,6,44,0,7,69.5,1914.82,1255019
2,51,7,99,5,40,0,4,224.4,1095.63,2356609
1,29,4,8,2,44,0,7,4.6,1155.85,1084288
2,54,7,99,4,40,0,8,224.5,1484.28,2355994
1,39,5,8,7,44,0,4,28.4,1420.15,532452
1,26,4,8,6,44,0,8,13.5,1043.09,2103758
2,33,5,2,9,40,0,3,21.4,1601.42,289804
1,56,7,99,7,40,0,10,23.9,1258.82,507033
1,37,5,4,7,44,0,2,15.9,1431.9,631034
2,58,7,99,9,30,0,10,145.1,4888.31,2021539
1,29,4,8,4,44,0,7,11.9,1429.32,446375
1,24,3,8,5,40,0,10,15.9,1390.55,1160598
1,44,6,99,7,30,0,10,156.9,3554.78,1311935
1,21,3,8,6,44,0,2,9.6,1090.35,991108
2,39,5,8,9,30,0,8,123.9,9099.54,2080173
1,24,3,8,9,36,0,7,27.8,3556.98,1685769
1,25,4,4,7,44,0,10,0.9,1325.51,575258
1,36,5,99,5,44,0,7,80.9,1694.72,1194301
1,59,7,8,5,44,0,8,212.9,5122.55,1200105
2,33,5,8,3,44,0,9,57.9,1260.02,1031602
1,36,5,8,7,44,0,8,46.3,1939.71,139136
2,23,3,99,9,44,0,10,46.9,1344.19,916077
2,26,4,8,7,36,0,5,20.3,1528.19,246178
2,33,5,2,8,40,0,10,23.9,9658.39,900188
1,43,6,2,9,30,0,5,94.9,4346.66,2336710
2,26,4,99,7,40,0,10,33.9,1211.71,216307
2,35,5,99,7,30,0,10,125.1,2765.05,1819262
2,56,7,99,7,40,0,10,439.4,4157.66,221316
1,28,4,8,5,44,0,7,35.2,2707.21,1211659
1,45,6,8,5,40,0,10,23.9,1259.54,1162822
2,44,6,99,9,42,0,9,135.4,5155.39,2063237
2,34,5,8,7,44,0,9,37.5,1129.64,2366337
1,41,6,8,7,44,0,8,64.6,1787.52,137414
2,59,7,99,7,30,0,10,298.9,3612.31,815283
2,59,7,99,9,40,0,10,67.5,9054.31,296993
1,35,5,8,4,44,0,9,2.9,1695.52,1153261
2,36,5,99,6,30,0,10,44.6,1352.2,1741729
1,35,5,8,7,44,0,7,59.9,2562.3,1422925
1,45,6,2,7,44,0,6,2.9,1179.16,1263979
2,42,6,99,2,40,0,10,172.9,1384.84,1695059
1,29,4,8,7,44,0,6,0.7,884.76,1302041
1,31,5,8,7,44,0,7,10.9,1246.76,571655
1,61,7,99,7,40,0,7,21.9,2099.98,340572
2,45,6,2,7,36,0,9,155.8,1446.79,1951207
2,36,5,99,7,30,0,10,162.1,6731.87,793959
2,47,6,99,9,30,0,7,11.9,4189.66,937669
1,37,5,8,5,1,0,5,40.2,2376.64,987844
1,27,4,8,7,44,0,6,2.8,1125.73,1357788
2,56,7,8,9,40,0,7,200.9,2502.03,970386
2,60,7,99,7,40,0,10,269.3,3541.88,1890931
2,53,7,9,7,44,0,7,8.5,1710.67,798222
1,42,6,99,4,30,0,10,11.9,1041.53,1122456
2,26,4,8,7,44,0,2,20.9,829.18,410220
2,42,6,99,9,40,0,9,201.9,3679.84,285220
1,24,3,9,5,44,0,5,2.9,1730.62,1173931
2,31,5,8,7,44,0,8,5.9,1550.49,1915642
2,33,5,99,9,40,0,10,107.2,13888.72,2053896
1,22,3,8,7,44,0,4,14.7,1090.43,2117864
2,45,6,99,9,40,0,10,10.0,11062.24,2049934
2,40,6,4,9,28,0,8,109.6,3236.71,1998553
2,46,6,4,7,44,0,4,15.3,1174.86,411779
1,36,5,8,9,44,0,5,10.9,3417.32,2350250
1,20,3,2,6,44,0,3,16.8,1120.67,2239144
1,64,7,2,8,44,0,5,536.9,2126.8,1597135
2,44,6,2,10,40,0,7,10.3,1556.3,317113
1,40,6,8,7,44,0,6,9.4,1066.33,2111629
2,29,4,99,7,36,0,10,18.9,1991.25,2175891
2,40,6,99,7,40,0,10,16.1,1106.21,1039431
2,56,7,8,9,30,0,5,23.9,3774.73,978038
2,42,6,8,8,44,0,4,54.9,1398.19,2417083
1,45,6,99,5,30,0,10,34.9,1508.84,1183943
2,42,6,99,9,30,0,7,166.8,4831.94,2431378
1,53,7,2,7,44,0,3,68.9,2648.31,2251553
2,44,6,99,9,40,0,8,269.5,13164.25,912767
1,28,4,9,7,44,0,2,66.9,1230.34,2267932
1,54,7,8,7,44,0,8,10.7,7671.6,1296399
1,47,6,99,7,40,0,9,187.9,613.59,1373779
1,27,4,8,7,44,1,9,0.7,799.99,537284
1,29,4,8,7,44,0,10,5.2,1055.18,606704
1,20,3,8,7,44,0,3,2.7,1279.2,2249263
1,30,5,8,7,44,0,3,21.9,1240.09,128546
1,22,3,8,6,44,0,5,32.9,1090.93,484837
2,50,7,99,7,40,0,10,10.0,1722.77,226117
2,39,5,9,9,44,0,7,26.2,1735.56,1982020
2,25,4,8,9,36,0,8,2.9,3477.01,2085699
2,61,7,2,4,44,0,3,175.9,1195.17,384876
2,61,7,99,9,40,0,10,128.5,5854.07,2194444
2,45,6,99,5,44,0,9,157.0,1239.76,1725407
2,24,3,2,7,36,0,5,13.2,1749.24,212771
1,31,5,9,7,44,0,5,44.6,1431.46,2126597
1,36,5,8,5,44,0,2,31.9,1521.28,1194264
2,53,7,8,7,44,0,10,15.8,1112.94,1866303
2,53,7,99,7,30,0,10,13.3,1464.86,1860401
1,28,4,9,7,44,0,8,9.9,1446.01,563183
1,51,7,99,8,30,0,10,332.1,5426.33,690017
2,54,7,8,7,44,0,10,14.4,2269.35,897615
1,30,5,8,7,44,0,4,1.9,2728.26,2305679
2,38,5,8,7,44,0,5,45.9,1208.32,1892172
2,52,7,99,9,40,0,7,304.3,5912.19,2072971
2,26,4,8,5,44,0,6,14.7,1238.47,768750
2,28,4,8,7,44,0,10,6.9,1322.85,780953
2,45,6,8,7,44,0,6,42.8,1447.75,250184
2,39,5,8,9,23,0,5,34.4,1270.43,2067191
1,24,3,8,7,44,0,3,22.7,1271.35,1369634
2,37,5,4,6,44,0,3,6.9,1088.2,1750150
1,59,7,8,7,44,0,9,386.8,16881.69,1480531
2,56,7,99,7,40,0,10,272.9,3848.52,222498
1,38,5,8,7,44,0,10,88.2,2020.9,1343003
1,30,5,8,6,44,0,4,1.9,1193.7,2242527
1,33,5,8,8,36,0,5,26.1,1654.98,696156
2,28,4,99,9,36,0,7,4.5,3008.13,1976443
2,25,4,8,7,44,0,3,1.4,897.23,1893388
1,24,3,9,7,36,0,6,20.4,1921.61,116131
1,63,7,8,5,44,0,4,30.9,1084.93,1189308
2,54,7,9,6,44,0,7,54.3,1213.01,772449
1,26,4,8,7,40,0,8,9.3,2552.24,357208
2,57,7,99,7,40,0,10,386.8,6633.7,2170736
2,32,5,99,7,40,0,10,106.2,1475.56,237230
2,35,5,99,9,40,0,10,115.2,2494.56,299691
1,40,6,9,7,44,0,5,112.9,2335.28,2322021
1,39,5,99,7,40,0,10,179.4,1925.3,2281452
1,29,4,2,5,44,0,5,42.9,1162.0,472711
